PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,QUANTITY LEFT,BASE PRICE LIST,QTY,Days Left,Reorder Date
tadalafil tablet usp 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23154701,2025-08-31,0,45.0,1.6,0.0,2025-03-27 17:34:40.971915
natrilix sr indapamide 1.5mg tab 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,6076470,2027-08-31,2,166.5,1.25,1.6,2025-03-27 17:34:40.971915
kamagra 50 mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8415965L,2025-08-31,0,87.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
kosa saline nasal drop,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SA10,2026-08-31,0,8.0,1.08,0.0,2025-03-27 17:34:40.971915
boric acid spirit ear drop kosa,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BAS5005,2026-08-31,0,9.0,1.0,0.0,2025-03-27 17:34:40.971915
ebony condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Tv765h8g,2027-08-31,18,7.0,1.7424242424242424,10.330434782608696,2025-04-02 01:30:30.537132
frelet 75 tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AG36302,2025-08-31,1,36.9,1.0,1.0,2025-03-27 17:34:40.971915
clarithromycin tab 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,M002,2025-08-31,0,61.0,1.0,0.0,2025-03-27 17:34:40.971915
colgate triple action paste 140g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,54845745,2027-08-31,4,35.5,1.1428571428571428,3.5,2025-03-27 17:34:40.971915
colgate twin triple action toothbrush,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,941961585,2025-08-31,0,15.0,1.1111111111111112,0.0,2025-03-27 17:34:40.971915
yazz toothbrush,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,848968,2027-08-31,0,5.0,1.0909090909090908,0.0,2025-03-27 17:34:40.971915
pepsodent herbal,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5818961,2027-08-31,6,24.0,1.6666666666666667,3.5999999999999996,2025-03-27 17:34:40.971915
colgate charcoal paste,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,18496535,2027-08-31,3,22.0,1.0,3.0,2025-03-27 17:34:40.971915
mucotin child syrup 2% 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L017F003,2025-08-31,0,17.0,1.1111111111111112,0.0,2025-03-27 17:34:40.971915
mucotin adult 5% syrup expectorant 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L018G001,2025-08-31,0,19.0,1.0,0.0,2025-03-27 17:34:40.971915
c-pheniramine syr 100ml ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0312Y,2025-12-31,0,18.0,1.0,0.0,2025-03-27 17:34:40.971915
luex children's chesty cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2EL01071,2027-01-31,3,42.0,1.0,3.0,2025-03-27 17:34:40.971915
ultra vitamin c with zinc 1000mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,F164780,2025-01-31,0,85.0,1.2,0.0,2025-03-27 17:34:40.971915
dexatrol eye drops 5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2207080,2025-08-31,0,39.0,1.0,0.0,2025-03-27 17:34:40.971915
skyclav 1000 amoxilcillin/clavulanate tabs 875/125mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EBT230071,2025-02-28,0,53.0,1.0,0.0,2025-03-27 17:34:40.971915
organic charcoal powder 200g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022024,2025-01-31,3,18.0,1.1111111111111112,2.6999999999999997,2025-03-27 17:34:40.971915
pregnacare max,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PM2308,2026-10-31,2,410.0,1.0,2.0,2025-03-27 17:34:40.971915
postinor 2,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,199689F,2027-07-31,1,5.0,1.4523809523809523,0.6885245901639344,2025-03-27 17:34:40.971915
gastrone plus antacid susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,67567838,2025-08-31,2,25.0,1.0,2.0,2025-03-27 17:34:40.971915
zintab  20 dispersible tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2684278,2026-08-31,1,2.0,1.5853658536585367,0.6307692307692307,2025-03-27 17:34:40.971915
"high elastic bandages 2""",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2484547851,2025-08-31,0,8.0,1.0,0.0,2025-03-27 17:34:40.971915
"high elastic bandage 3""",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8785418784,2025-08-31,0,10.0,1.0,0.0,2025-03-27 17:34:40.971915
gold circle condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21N2516,2026-09-30,0,5.0,1.5,0.0,2025-03-27 17:34:40.971915
samalin jun. non drowsy 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,V-NS003,2025-11-30,1,21.0,1.0,1.0,2025-03-27 17:34:40.971915
seven seas cod liver caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1463680100,2027-06-30,4,168.0,1.0,4.0,2025-03-27 17:34:40.971915
calprofen ibuprofen suspension 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NCH4A00,2026-02-28,0,164.0,1.0,0.0,2025-03-27 17:34:40.971915
cotton wool 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20170710,2027-12-31,1,54.0,1.2,0.8333333333333334,2025-03-27 17:34:40.971915
m2-tone tablets,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BTMT971,2025-05-31,0,129.0,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
otrivine child nasal drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ET3Y,2027-08-31,3,77.0,1.0,3.0,2025-03-27 17:34:40.971915
optrex multi action eye wash 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NA863,2025-08-31,2,129.0,1.0,2.0,2025-03-27 17:34:40.971915
cotton woll 250g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20210810,2026-08-10,0,32.0,1.0,0.0,2025-03-27 17:34:40.971915
ascovite-zee chewable tablets  vitamin c + zinc ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0303X,2024-03-31,0,16.0,1.5,0.0,2025-03-27 17:34:40.971915
evecare capsules 30 (himalaya),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112201211,2027-03-31,2,132.0,1.0,2.0,2025-03-27 17:34:40.971915
zentel susp. 20ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,54422004,2026-10-31,2,39.4,1.3157894736842106,1.5199999999999998,2025-03-27 17:34:40.971915
accurate pregnancy test kit 25's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HCG16050074,2025-08-31,0,5.0,2.697674418604651,0.0,2025-03-27 17:34:40.971915
haematovite capsules 30',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20008,2023-10-31,0,15.0,1.0,0.0,2025-03-27 17:34:40.971915
"atenolol 25mg, 28tbs. (genesis)uk",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,K52922004,2026-08-31,4,26.5,1.1666666666666667,3.4285714285714284,2025-03-27 17:34:40.971915
wholesale coa mixture 10,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,66816,2025-07-31,0,100.0,6.666666666666667,0.0,2025-03-27 17:34:40.971915
penicilin v 125mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0890343,2027-04-30,109,2.5,2.4473684210526314,44.53763440860215,2025-05-06 06:28:52.584818
magacid susp 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23016,2026-06-30,1,14.7,1.0,1.0,2025-03-27 17:34:40.971915
care calamine lotion 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21HL,2025-02-26,5,11.0,1.0,5.0,2025-03-27 17:34:40.971915
major liverplex b multivitamin adult syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2205014,2025-04-30,0,20.0,1.0,0.0,2025-03-27 17:34:40.971915
foligrow cap,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C011E011,2026-07-31,2,35.0,1.1,1.8181818181818181,2025-03-27 17:34:40.971915
optrex blood shoot eye drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NK368,2025-12-31,0,138.0,1.0,0.0,2025-03-27 17:34:40.971915
zintab 10 dispersible tab mgp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZT257E,2025-04-30,0,2.0,2.121212121212121,0.0,2025-03-27 17:34:40.971915
dragon condom black,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20J45,2025-09-30,0,8.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
dragon  condom dotted,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20J45,2025-09-30,0,8.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
gluco-naf-d (plain),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8469845,2027-06-30,6,42.0,1.0909090909090908,5.5,2025-03-28 05:34:40.971915
rhinaphyto syrup 100ml sanofi,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2KLF81DY,2025-08-31,0,94.5,1.0,0.0,2025-03-27 17:34:40.971915
wellwoman plus,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WP2301,2027-06-30,0,280.0,1.0,0.0,2025-03-27 17:34:40.971915
wellman plus caps (uk),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WP2214,2025-06-30,0,207.0,1.0,0.0,2025-03-27 17:34:40.971915
rescofer blood tonic 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,01032,2026-03-31,0,40.0,1.0,0.0,2025-03-27 17:34:40.971915
proman vitamin drink 250ml (exeter),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,07/M,2025-02-28,0,21.0,1.2,0.0,2025-03-27 17:34:40.971915
gyno-daktarin 40g vaginal cream,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MHB2A00,2024-07-31,0,126.0,1.0,0.0,2025-03-27 17:34:40.971915
pregnancy mono cassette test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12356,2025-06-30,0,5.0,2.7037037037037037,0.0,2025-03-27 17:34:40.971915
cipac eye drop 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CPS124,2025-03-31,0,7.0,1.0,0.0,2025-03-27 17:34:40.971915
malar 2 forte,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0808Y,2024-08-31,0,30.6,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
nose mask,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5431,2024-05-31,0,1.0,2.8181818181818183,0.0,2025-03-27 17:34:40.971915
escotrim tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,03,2024-03-23,0,4.0,1.702127659574468,0.0,2025-03-27 17:34:40.971915
dragon lozenges 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DR/11,2026-12-31,8,10.0,2.740740740740741,2.918918918918919,2025-03-27 17:34:40.971915
tylenol 500mg 24's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C006JX,2025-08-31,0,147.0,1.0,0.0,2025-03-27 17:34:40.971915
panadol  extra advance paracetamol 500mg tab 14's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TR8D,2025-12-31,0,77.0,1.0571428571428572,0.0,2025-03-27 17:34:40.971915
valupak vitamin c+zinc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L2207/1,2025-08-31,0,83.0,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
haemoglobin with vitamin b12 - letap,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0370853,2026-02-28,0,10.0,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
lisinopril 5mg 28tab's (crescent),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,06117,2025-08-31,1,17.7,1.1666666666666667,0.8571428571428571,2025-03-27 17:34:40.971915
bendroflumethiazide tablets 2.5mg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CB006001,2023-11-08,2,14.0,1.5,1.3333333333333333,2025-03-27 17:34:40.971915
betatop carvedilol 25mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BT008,2023-07-08,1,70.0,1.0,1.0,2025-03-27 17:34:40.971915
dexorange plus 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KE22001,2027-02-28,4,55.0,1.0526315789473684,3.8000000000000003,2025-03-27 17:34:40.971915
eskagyl ds metronidazole tabs 400mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,01,2025-02-28,0,5.0,1.84,0.0,2025-03-27 17:34:40.971915
paracetamol 500mg tablets 16's galpharm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5678,2024-05-31,0,12.0,1.2,0.0,2025-03-27 17:34:40.971915
nat b caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1234,2025-04-30,1,117.9,1.1,0.9090909090909091,2025-03-27 17:34:40.971915
calpol saline nasal drops 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X2958R,2025-08-31,0,110.0,1.0,0.0,2025-03-27 17:34:40.971915
galvus met 50mg/1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKY73,2024-06-30,0,10.0,11.0,0.0,2025-03-27 17:34:40.971915
flora smile tissues,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,12345,2027-04-30,4,2.0,1.5344827586206897,2.6067415730337076,2025-03-27 17:34:40.971915
ketazol 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2130676,2027-06-30,7,28.5,1.0847457627118644,6.453125,2025-03-29 04:27:10.971915
dicnac 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,T081F014,2024-07-31,0,3.0,1.1764705882352942,0.0,2025-03-27 17:34:40.971915
metformin tab 500mg bristol,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DUH130081,2024-09-30,0,2.2,1.2,0.0,2025-03-27 17:34:40.971915
gluco-naf pineapple,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2206502,2025-06-30,0,27.0,1.0,0.0,2025-03-27 17:34:40.971915
citro c syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BNS7Y004,2027-03-31,7,17.0,1.1363636363636365,6.159999999999999,2025-03-28 21:25:04.971915
menz stud delay spray 12ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,201052,2023-12-31,0,21.0,1.0,0.0,2025-03-27 17:34:40.971915
culldog spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,S200102,2025-01-31,0,27.0,1.0,0.0,2025-03-27 17:34:40.971915
ronaman spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2205,2025-05-31,0,22.0,1.0,0.0,2025-03-27 17:34:40.971915
vitane oral liquid 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CRO9,2025-09-30,0,133.2,1.0,0.0,2025-03-27 17:34:40.971915
durex play lube feel,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AAY8757,2025-01-31,0,79.0,1.0,0.0,2025-03-27 17:34:40.971915
masculan das condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IL281-003,2024-12-31,0,18.0,1.0,0.0,2025-03-27 17:34:40.971915
doxycycline 100mg (teva),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2D30DB,2025-04-30,0,39.0,1.25,0.0,2025-03-27 17:34:40.971915
oscar malaria antigen test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HMP2301003,2025-12-31,0,15.0,1.2393162393162394,0.0,2025-03-27 17:34:40.971915
oscar clear pregnancy test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HPC2301012,2024-12-31,0,5.0,2.7857142857142856,0.0,2025-03-27 17:34:40.971915
dulcolax 10mg supp. 12's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,033203B,2027-01-31,20,9.9,2.413793103448276,8.285714285714286,2025-03-31 00:26:06.686201
benylin chesty non-drowsy 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X1085R,2027-02-28,3,224.0,1.0666666666666667,2.8125,2025-03-27 17:34:40.971915
aciclovir 400mg tab 56's ranbaxy,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DFD1123A,2027-02-28,1,3.0,29.666666666666668,0.033707865168539325,2025-03-27 17:34:40.971915
calprofen 100mg/5ml ibuprofen oral suspension,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MEH1200,2025-04-30,0,98.0,1.0,0.0,2025-03-27 17:34:40.971915
chlo i chloramphenicol ear drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CD1130,2026-10-31,10,7.0,1.0833333333333333,9.230769230769232,2025-03-31 23:06:59.433453
essential embro 3ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,220908,2025-09-30,0,6.0,1.303030303030303,0.0,2025-03-27 17:34:40.971915
gana balm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GB004,2025-09-30,0,9.0,1.1666666666666667,0.0,2025-03-27 17:34:40.971915
organic activated charcoal 350mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022024,2025-01-03,0,23.0,1.0,0.0,2025-03-27 17:34:40.971915
activated charcoal 200g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022024,2027-01-31,2,18.0,1.0,2.0,2025-03-27 17:34:40.971915
epiderm cream 30g (shalina),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2372860,2027-05-31,9,13.5,1.0526315789473684,8.55,2025-03-31 06:46:40.971915
pilex tab 100's himalaya,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112200898,2027-07-31,4,91.5,1.0,4.0,2025-03-27 17:34:40.971915
nexcofer caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0202Z,2027-02-28,7,17.0,1.0,7.0,2025-03-29 17:34:40.971915
nexcofer syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,05022,2027-02-28,5,33.5,1.046875,4.776119402985074,2025-03-27 17:34:40.971915
mupirocin 2% ointment 15g lavina,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,210,2024-02-29,0,53.0,1.125,0.0,2025-03-27 17:34:40.971915
lipitor atorvastatin 20mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FG1760,2024-01-31,18,26.0,6.0,3.0,2025-03-27 17:34:40.971915
comit-100 tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B1AGP002,2025-02-18,2,38.0,1.5,1.3333333333333333,2025-03-27 17:34:40.971915
nana agyei capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,022,2026-11-30,17,6.0,1.5789473684210527,10.766666666666666,2025-04-02 11:58:40.971915
mercy ointment,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XY1564,2027-01-08,0,8.4,1.1290322580645162,0.0,2025-03-27 17:34:40.971915
chloramphenicol caps 250mg (letap),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0620372,2027-04-30,50,5.5,1.6333333333333333,30.612244897959183,2025-04-22 08:16:18.931099
stugeron 50 tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21EQ019,2027-05-31,13,3.0,10.4,1.25,2025-03-27 17:34:40.971915
omesk omeprazole 20mg sk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OP21002,2024-01-31,0,6.0,1.625,0.0,2025-03-27 17:34:40.971915
dexorange plus 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KE22001,2024-02-28,0,25.0,1.0526315789473684,0.0,2025-03-27 17:34:40.971915
pepsodent triple protection 140g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C44010,2025-08-06,0,21.6,1.0,0.0,2025-03-27 17:34:40.971915
linctus adult 100ml (dannex),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2210308,2026-10-06,2,14.0,1.1666666666666667,1.7142857142857142,2025-03-27 17:34:40.971915
enacef cefuroxime 500mg tab 10's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,121OY,2026-10-31,4,71.0,1.148936170212766,3.481481481481481,2025-03-27 17:34:40.971915
levothryoxine aristo 100mcg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATC40,2024-07-02,0,22.0,2.0,0.0,2025-03-27 17:34:40.971915
softcare sanitary pad,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1758WH,2026-06-30,5,16.0,1.0416666666666667,4.8,2025-03-27 17:34:40.971915
yazz panty liner,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,028GD,2027-11-30,2,14.0,1.1363636363636365,1.7599999999999998,2025-03-27 17:34:40.971915
seczol ds 1g tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,M2112485,2024-08-01,0,16.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
talgentis-5 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TT-040003,2026-08-31,3,78.0,1.1,2.727272727272727,2025-03-27 17:34:40.971915
closol cream 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1001,2025-12-31,0,10.0,1.2222222222222223,0.0,2025-03-27 17:34:40.971915
vitlife vitamin c +zin 15mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L2361/3,2025-12-01,0,48.0,1.4,0.0,2025-03-27 17:34:40.971915
calpol  6 years+ susp 80ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X2225R,2027-06-30,3,146.5,1.05,2.857142857142857,2025-03-27 17:34:40.971915
polyfer  caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PF2F,2026-10-31,1,12.0,1.096774193548387,0.911764705882353,2025-03-27 17:34:40.971915
foligrow junior tonic 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L039F005,2027-07-28,4,26.0,1.2142857142857142,3.294117647058824,2025-03-27 17:34:40.971915
tena adult diaper,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TR20180808,2024-02-28,0,80.0,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
maxitrol susp.  5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,vf178A,2024-11-22,0,54.0,1.125,0.0,2025-03-27 17:34:40.971915
always extra long,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1298270288,2027-10-31,2,21.0,1.1,1.8181818181818181,2025-03-27 17:34:40.971915
se'clear eye/ear drops 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SP-172,2027-05-31,13,27.0,1.1379310344827587,11.424242424242424,2025-04-03 03:45:35.517370
hepatitis b surface antigen,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOHHHHH6,2023-02-23,0,20.0,1.0,0.0,2025-03-27 17:34:40.971915
ascoryl plus syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E-531,2026-07-31,0,17.5,1.0769230769230769,0.0,2025-03-27 17:34:40.971915
azithromycin capsules (azilex) 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,26,2027-07-31,8,32.0,1.0769230769230769,7.428571428571429,2025-03-30 03:51:49.543344
polyfer 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E-501,2027-07-07,5,15.0,1.0,5.0,2025-03-27 17:34:40.971915
polyfer forte 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E-562,2027-08-31,3,25.0,1.1428571428571428,2.625,2025-03-27 17:34:40.971915
supa santi premium adult diapers l,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2010202,2024-11-17,0,120.0,1.0,0.0,2025-03-27 17:34:40.971915
power house roll on 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,015411,2027-09-15,4,28.0,1.0,4.0,2025-03-27 17:34:40.971915
chloramphenicol 1% ointment 5g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CLM22136,2027-02-28,7,10.0,1.088235294117647,6.432432432432433,2025-03-29 03:57:23.134077
histazine tab  10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HZT55670,2026-02-28,124,1.8,1.8211009174311927,68.09068010075566,2025-05-29 19:45:15.732620
sudocream 125g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKKL557,2025-08-14,0,92.7,1.0,0.0,2025-03-27 17:34:40.971915
spanish fly liquid,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKLA44267,2024-02-03,0,68.0,1.0,0.0,2025-03-27 17:34:40.971915
