,CATEGORY,PRODUCT,DATE,CUSTOMER NAME,STATUS,INVOICE NUMBER,UNIT,QTY,UNIT PRICE,TOTAL AMOUNT,ENCOUNTER TYPE,CREATED BY
20227,Non-medical,Menthodex 200ml Syr,2024-04-02,,Paid,IN-OCL-030945-1,ml,1,64.0,64.0,walk-in,Stella Anane
20229,Non-medical,MALAR-2 FORTE DS TABS (8/480MG),2024-04-02,,Paid,IN-OCL-030943-8,mg,1,30.0,30.0,walk-in,Stella Anane
20230,Non-medical,DR.  MEYERS COLDAFLU PLUS TABS 4'S,2024-04-02,,Paid,IN-OCL-030942-8,Tablet,1,2.0,2.0,walk-in,Stella Anane
20231,Non-medical,DYNEWELL 200MLSYRUP,2024-04-02,,Paid,IN-OCL-030942-8,ml,1,10.0,10.0,walk-in,Stella Anane
20232,Non-medical,BEEHIVE BALSAM 200ML,2024-04-02,,Paid,IN-OCL-030942-8,ml,1,69.0,69.0,walk-in,Stella Anane
20228,Non-medical,Gebedol,2024-04-02,,Paid,IN-OCL-030944-3,Pack,1,5.0,5.0,walk-in,Stella Anane
20234,Non-medical,AMOKSICLAV 1G,2024-04-02,,Paid,IN-OCL-030941-7,,1,119.0,119.0,walk-in,Stella Anane
20235,Non-medical,NODIUM CAPSULES,2024-04-02,,Paid,IN-OCL-030940-6,Capsule,1,4.0,4.0,walk-in,Stella Anane
20236,Medical,BEL-AQUA WATER M/S,2024-04-02,,Paid,IN-OCL-030939-5,ml,1,3.0,3.0,walk-in,Stella Anane
20237,Non-medical,TADOL TRAMADOL 100MG CAPS 30'S,2024-04-02,,Paid,IN-OCL-030938-3,Tablet,10,9.0,90.0,walk-in,Stella Anane
20238,Non-medical,Nospa 40mg,2024-04-02,,Paid,IN-OCL-030938-3,gram,20,2.0,40.0,walk-in,Stella Anane
20239,Non-medical,NUGEL ANTACID SUSP 200ML,2024-04-02,,Paid,IN-OCL-030938-3,Bottle,1,65.0,65.0,walk-in,Stella Anane
20240,Non-medical,NASAL INHALER LUEX,2024-04-02,,Paid,IN-OCL-030938-3,Container,1,14.0,14.0,walk-in,Stella Anane
20241,Medical,SALBUTALIN SYRUP 200ML,2024-04-02,,Paid,IN-OCL-030937-8,Bottle,1,18.0,18.0,walk-in,Richard Addo Owusu
20233,Non-medical,DYMOL 50 TABS,2024-04-02,,Paid,IN-OCL-030941-7,Tablet,1,13.0,13.0,walk-in,Stella Anane
20242,Medical,AWAKE WATER 500ML,2024-04-02,,Paid,IN-OCL-030936-9,ml,1,2.0,2.0,walk-in,Richard Addo Owusu
20243,Non-medical,RAPINOL TABS,2024-04-02,,Paid,IN-OCL-030935-6,Tablets,2,2.0,4.0,walk-in,Richard Addo Owusu
20132,Non-medical,CHOCHO CREAM (TUBE),2024-04-03,,Paid,IN-OCL-030991-6,Tube,1,14.0,14.0,walk-in,Stella Anane
20133,Non-medical,OMEZOLE OMEPRAZOLE CAPS 20MG 200'S,2024-04-03,,Paid,IN-OCL-030990-5,Pack,1,6.0,6.0,walk-in,Stella Anane
20134,Non-medical,METAGYL TABLETS 400MG,2024-04-03,,Paid,IN-OCL-030989-7,Tablet,2,5.0,10.0,walk-in,Stella Anane
20135,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-03,,Paid,IN-OCL-030989-7,Pack,1,5.0,5.0,walk-in,Stella Anane
20136,Non-medical,LUFART DS,2024-04-03,,Paid,IN-OCL-030989-7,Tab,1,30.0,30.0,walk-in,Stella Anane
20140,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-04-03,,Paid,IN-OCL-030986-5,,1,3.0,3.0,walk-in,Stella Anane
20138,Non-medical,DYNEWELL TABS,2024-04-03,,Paid,IN-OCL-030988-7,ml,1,2.0,2.0,walk-in,Stella Anane
20139,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-03,,Paid,IN-OCL-030987-4,Pack,2,5.0,10.0,walk-in,Stella Anane
20141,Non-medical,NO.10 LIVERSALT ERN,2024-04-03,,Paid,IN-OCL-030985-0,sachet,1,2.0,2.0,walk-in,Stella Anane
20131,Non-medical,PREGNANCY TEST KITS,2024-04-03,,Paid,IN-OCL-030992-3,Box,1,5.0,5.0,walk-in,Stella Anane
20142,Non-medical,NEXIUM 10MG SACHET,2024-04-03,,Paid,IN-OCL-030984-9,sachet,1,28.0,28.0,walk-in,Stella Anane
20137,Non-medical,MULTIVITAMIN TABLET,2024-04-03,,Paid,IN-OCL-030988-7,,1,1.0,1.0,walk-in,Stella Anane
20130,Non-medical,PREGNANCY TEST KITS,2024-04-03,,Paid,IN-OCL-030993-9,Box,1,5.0,5.0,walk-in,Stella Anane
20118,Non-medical,SOOTHING STROBIN LOZENGES,2024-04-03,,Paid,IN-OCL-031000-2,Strip,1,3.0,3.0,walk-in,Stella Anane
20128,Non-medical,TEEDAR SYRUP 125ML,2024-04-03,,Paid,IN-OCL-030994-4,ml,1,20.0,20.0,walk-in,Stella Anane
20127,Non-medical,FLUXACIN FLUCLOXACILIN 125MG/5ML SUSP 100ML ECL,2024-04-03,,Paid,IN-OCL-030995-9,Bottle,1,20.0,20.0,walk-in,Stella Anane
20126,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-04-03,,Paid,IN-OCL-030995-9,,1,3.0,3.0,walk-in,Stella Anane
20125,Non-medical,LUEX FLUREST COLD AND FLU TABLETS,2024-04-03,,Paid,IN-OCL-030996-4,,1,40.0,40.0,walk-in,Stella Anane
20124,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-04-03,,Paid,IN-OCL-030996-4,,2,3.0,6.0,walk-in,Stella Anane
20123,Non-medical,PREGNANCY TEST KITS,2024-04-03,,Paid,IN-OCL-030997-8,Box,1,5.0,5.0,walk-in,Stella Anane
20122,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-04-03,,Paid,IN-OCL-030997-8,,1,3.0,3.0,walk-in,Stella Anane
20120,Non-medical,Gebedol,2024-04-03,,Paid,IN-OCL-030999-4,Pack,1,5.0,5.0,walk-in,Stella Anane
20119,Non-medical,MENTHOX SUPER STRONG COUGH LOZENGES,2024-04-03,,Paid,IN-OCL-031000-2,Strip,1,1.5,1.5,walk-in,Stella Anane
20117,Non-medical,HYDROGEN PEROXIDE LOCAL,2024-04-03,,Paid,IN-OCL-031001-4,ml,1,8.0,8.0,walk-in,Stella Anane
20116,Non-medical,LISTERINE CAVITY PROTECTION 250ML,2024-04-03,,Paid,IN-OCL-031001-4,ml,1,48.0,48.0,walk-in,Stella Anane
20115,Non-medical,LONART DS,2024-04-03,,Paid,IN-OCL-031002-6,Tab,1,36.0,36.0,walk-in,Stella Anane
20143,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-04-03,,Paid,IN-OCL-030983-1,,2,3.0,6.0,walk-in,Stella Anane
20129,Non-medical,BELLS BABY COUGH SYRUP 100ML,2024-04-03,,Paid,IN-OCL-030994-4,Bottle,1,43.0,43.0,walk-in,Stella Anane
20144,Non-medical,ROOTER MIXTURE,2024-04-03,,Paid,IN-OCL-030982-2,ml,1,33.0,33.0,walk-in,Stella Anane
20121,Non-medical,GOLD CIRCLE CONDOM,2024-04-03,,Paid,IN-OCL-030998-5,mg,1,5.0,5.0,walk-in,Stella Anane
20146,Non-medical,Coldrilif capsules,2024-04-03,,Paid,IN-OCL-030981-6,Pack,1,8.0,8.0,walk-in,Stella Anane
20145,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-04-03,,Paid,IN-OCL-030981-6,,2,3.0,6.0,walk-in,Stella Anane
20173,Non-medical,SOOTHING STROBIN LOZENGES,2024-04-03,,Paid,IN-OCL-030977-3,Strip,2,3.0,6.0,walk-in,Richard Addo Owusu
20172,Non-medical,LEVON 2 TAB POST PILL,2024-04-03,,Paid,IN-OCL-030977-3,Pack,1,15.0,15.0,walk-in,Richard Addo Owusu
20171,Non-medical,LYDIA POSTPILL,2024-04-03,,Paid,IN-OCL-030977-3,Pack,1,15.0,15.0,walk-in,Richard Addo Owusu
20170,Non-medical,LONART DS,2024-04-03,,Paid,IN-OCL-030977-3,Tab,1,36.0,36.0,walk-in,Richard Addo Owusu
20169,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-04-03,,Paid,IN-OCL-030977-3,,1,3.0,3.0,walk-in,Richard Addo Owusu
20168,Non-medical,LUEX ADULT CHESTY COUGH SYRUP 150ML,2024-04-03,,Paid,IN-OCL-030977-3,Bottle,1,44.0,44.0,walk-in,Richard Addo Owusu
20167,Non-medical,MAN-UP CAPSULES,2024-04-03,,Paid,IN-OCL-030977-3,Capsule,1,290.0,290.0,walk-in,Richard Addo Owusu
20166,Medical,ROUGH RIDER CONDOM FP 3',2024-04-03,,Paid,IN-OCL-030977-3,Pack,3,27.0,81.0,walk-in,Richard Addo Owusu
20165,Medical,BLOOD PRESSURE TEST,2024-04-03,,Paid,IN-OCL-030977-3,gram,1,2.0,2.0,walk-in,Richard Addo Owusu
20164,Medical,TYPHOID IGG/IGM TEST,2024-04-03,,Paid,IN-OCL-030978-0,Pack,1,35.0,35.0,walk-in,Richard Addo Owusu
20163,Non-medical,FLUCONA FLUCONAZOLE DENK 150MG CAP 1'S,2024-04-03,,Paid,IN-OCL-030978-0,Tablet,1,48.0,48.0,walk-in,Richard Addo Owusu
20162,Non-medical,CIPROFLOXACIN CIPRO -DENK 500MG TABS 10'S,2024-04-03,,Paid,IN-OCL-030978-0,Tablet,1,104.0,104.0,walk-in,Richard Addo Owusu
20161,Non-medical,MIST POT CIT,2024-04-03,,Paid,IN-OCL-030978-0,gram,1,12.0,12.0,walk-in,Richard Addo Owusu
20174,Non-medical,MIST SENNACO 200ML,2024-04-03,,Paid,IN-OCL-030977-3,ml,2,10.0,20.0,walk-in,Richard Addo Owusu
20159,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-03,,Paid,IN-OCL-030978-0,Pack,1,5.0,5.0,walk-in,Richard Addo Owusu
20160,Non-medical,DECATYLEN LOZENGES 20'S ACINO,2024-04-03,,Paid,IN-OCL-030978-0,Tablet,10,4.5,45.0,walk-in,Richard Addo Owusu
20148,Non-medical,VIP PREMIUM TOOTHBRUSH,2024-04-03,,Paid,IN-OCL-030981-6,Piece,1,5.0,5.0,walk-in,Stella Anane
20149,Non-medical,Gebedol,2024-04-03,,Paid,IN-OCL-030981-6,Pack,1,5.0,5.0,walk-in,Stella Anane
20150,Non-medical,E-PANOL PARACETAMOL 120MG/5ML 100ML,2024-04-03,,Paid,IN-OCL-030981-6,Bottle,1,15.0,15.0,walk-in,Stella Anane
20151,Non-medical,VICTORY GARLIC MIXTURE,2024-04-03,,Paid,IN-OCL-030981-6,Bottle,1,36.0,36.0,walk-in,Stella Anane
20152,Non-medical,TADOL TRAMADOL 100MG CAPS 30'S,2024-04-03,,Paid,IN-OCL-030981-6,Tablet,16,9.0,144.0,walk-in,Stella Anane
20147,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-04-03,,Paid,IN-OCL-030981-6,,1,2.0,2.0,walk-in,Stella Anane
20154,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-04-03,,Paid,IN-OCL-030980-0,Tablet,1,7.0,7.0,walk-in,Stella Anane
20155,Medical,BLOOD PRESSURE TEST,2024-04-03,,Paid,IN-OCL-030979-2,gram,1,2.0,2.0,walk-in,Richard Addo Owusu
20156,Non-medical,DYNEWELL 200MLSYRUP,2024-04-03,,Paid,IN-OCL-030978-0,ml,1,10.0,10.0,walk-in,Richard Addo Owusu
20157,Non-medical,RAPINOL TABS,2024-04-03,,Paid,IN-OCL-030978-0,Tablets,1,2.0,2.0,walk-in,Richard Addo Owusu
20158,Non-medical,E-PANOL PARACETAMOL 120MG/5ML 100ML,2024-04-03,,Paid,IN-OCL-030978-0,Bottle,1,15.0,15.0,walk-in,Richard Addo Owusu
20153,Non-medical,BRAGGS APPLE CIDER VINEGAR,2024-04-03,,Paid,IN-OCL-030981-6,Bottle,1,149.0,149.0,walk-in,Stella Anane
20073,Non-medical,FUROSEMIDE 40MG (ERNEST CHEMIST),2024-04-04,,Paid,IN-OCL-031032-0,mg,1,16.0,16.0,walk-in,Stella Anane
20074,Non-medical,VERMOX ORAL TABLET 500MG,2024-04-04,,Paid,IN-OCL-031032-0,,1,24.0,24.0,walk-in,Stella Anane
20075,Non-medical,LISTERINE CAVITY PROTECTION 250ML,2024-04-04,,Paid,IN-OCL-031032-0,ml,1,48.0,48.0,walk-in,Stella Anane
20076,Non-medical,LYDIA POSTPILL,2024-04-04,,Paid,IN-OCL-031031-2,Pack,1,15.0,15.0,walk-in,Stella Anane
20079,Non-medical,Gebedol,2024-04-04,,Paid,IN-OCL-031028-3,Pack,1,5.0,5.0,walk-in,Stella Anane
20078,Non-medical,CIPRINOL TAB 500MG,2024-04-04,,Paid,IN-OCL-031029-5,Pack,1,135.0,135.0,walk-in,Stella Anane
20080,Non-medical,Coldrilif capsules,2024-04-04,,Paid,IN-OCL-031027-7,Pack,1,8.0,8.0,walk-in,Stella Anane
20081,Non-medical,VERMOX ORAL TABLET 500MG,2024-04-04,,Paid,IN-OCL-031026-8,,1,24.0,24.0,walk-in,Stella Anane
20082,Medical,KISS CONDOM,2024-04-04,,Paid,IN-OCL-031025-3,sachet,1,6.0,6.0,walk-in,Stella Anane
20072,Non-medical,LONART DS,2024-04-04,,Paid,IN-OCL-031032-0,Tab,1,36.0,36.0,walk-in,Stella Anane
20077,Non-medical,DRAGON SPRAY,2024-04-04,,Paid,IN-OCL-031030-3,Pack,1,40.0,40.0,walk-in,Stella Anane
20071,Non-medical,LUEX FLUREST COLD AND FLU TABLETS,2024-04-04,,Paid,IN-OCL-031033-1,,1,40.0,40.0,walk-in,Stella Anane
20064,Non-medical,MAGACID 200ML,2024-04-04,,Paid,IN-OCL-031036-4,ml,1,24.0,24.0,walk-in,Stella Anane
20069,Non-medical,ORS PHYTO-RIKER,2024-04-04,,Paid,IN-OCL-031034-5,gram,2,2.0,4.0,walk-in,Stella Anane
20068,Non-medical,ZINTAB 10 DISPERSIBLE TAB MGP,2024-04-04,,Paid,IN-OCL-031034-5,Tablet,1,2.0,2.0,walk-in,Stella Anane
20067,Medical,AWAKE WATER 500ML,2024-04-04,,Paid,IN-OCL-031034-5,ml,1,2.0,2.0,walk-in,Stella Anane
20066,Non-medical,NUGEL ANTACID SUSP 200ML,2024-04-04,,Paid,IN-OCL-031035-9,Bottle,1,65.0,65.0,walk-in,Stella Anane
20065,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-04-04,,Paid,IN-OCL-031036-4,,1,3.0,3.0,walk-in,Stella Anane
20063,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-04-04,,Paid,IN-OCL-031037-2,,1,3.0,3.0,walk-in,Stella Anane
20062,Non-medical,DUROL TONIC 200ML,2024-04-04,,Paid,IN-OCL-031038-5,Bottle,1,27.0,27.0,walk-in,Stella Anane
20061,Non-medical,LUFART DS,2024-04-04,,Paid,IN-OCL-031038-5,Tab,1,30.0,30.0,walk-in,Stella Anane
20060,Non-medical,OSCAR MALARIA ANTIGEN TEST,2024-04-04,,Paid,IN-OCL-031038-5,Piece,1,20.0,20.0,walk-in,Stella Anane
20059,Non-medical,DUREX FEELS CONDOMS 3'S,2024-04-04,,Paid,IN-OCL-031039-8,Piece,1,19.0,19.0,walk-in,Stella Anane
20058,Medical,KISS CONDOM,2024-04-04,,Paid,IN-OCL-031040-5,sachet,1,6.0,6.0,walk-in,Stella Anane
20057,Medical,SOFTCARE SANITARY PAD,2024-04-04,,Paid,IN-OCL-031041-1,Pack,1,16.0,16.0,walk-in,Stella Anane
20084,Non-medical,MIST POT CIT,2024-04-04,,Paid,IN-OCL-031025-3,gram,1,12.0,12.0,walk-in,Stella Anane
20070,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-04-04,,Paid,IN-OCL-031034-5,Tablet,1,7.0,7.0,walk-in,Stella Anane
20085,Non-medical,AMOKSICLAV 1G,2024-04-04,,Paid,IN-OCL-031025-3,,1,119.0,119.0,walk-in,Stella Anane
20083,Non-medical,TETRACYCLINE CAPSULES 250mg LETAP,2024-04-04,,Paid,IN-OCL-031025-3,Capsule,3,4.0,12.0,walk-in,Stella Anane
20087,Non-medical,MAGACID TABS,2024-04-04,,Paid,IN-OCL-031022-7,,1,3.0,3.0,walk-in,Stella Anane
20086,Medical,BEL-AQUA WATER M/S,2024-04-04,,Paid,IN-OCL-031023-2,ml,1,3.0,3.0,walk-in,Stella Anane
20114,Non-medical,TRES ORIX FORTE SYR 250ML,2024-04-04,,Paid,IN-OCL-031003-4,ml,1,63.0,63.0,walk-in,Richard Addo Owusu
20113,Non-medical,DICLO-DENK TABS 100MG,2024-04-04,,Paid,IN-OCL-031003-4,Box,7,4.5,31.5,walk-in,Richard Addo Owusu
20112,Non-medical,NIFEDI-DENK 20MG 100'S,2024-04-04,,Paid,IN-OCL-031004-5,Strip,10,2.0,20.0,walk-in,Richard Addo Owusu
20111,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-04,,Paid,IN-OCL-031005-2,Pack,1,5.0,5.0,walk-in,Richard Addo Owusu
20110,Non-medical,EFPAC TABLETS,2024-04-04,,Paid,IN-OCL-031005-2,Strip,1,3.0,3.0,walk-in,Richard Addo Owusu
20108,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-04,,Paid,IN-OCL-031006-7,Pack,2,5.0,10.0,walk-in,Richard Addo Owusu
20107,Non-medical,LUFART DS,2024-04-04,,Paid,IN-OCL-031007-1,Tab,1,30.0,30.0,walk-in,Richard Addo Owusu
20106,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-04,,Paid,IN-OCL-031007-1,Pack,1,5.0,5.0,walk-in,Richard Addo Owusu
20105,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-04-04,,Paid,IN-OCL-031008-1,Tablet,1,7.0,7.0,walk-in,Richard Addo Owusu
20104,Non-medical,SE'CLEAR EYE/EAR DROPS 10ML,2024-04-04,,Paid,IN-OCL-031009-8,Vial,1,24.0,24.0,walk-in,Richard Addo Owusu
20103,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-04-04,,Paid,IN-OCL-031010-9,,1,3.0,3.0,walk-in,Richard Addo Owusu
20102,Non-medical,LONART DS,2024-04-04,,Paid,IN-OCL-031011-7,Tab,1,36.0,36.0,walk-in,Richard Addo Owusu
20109,Non-medical,MAGACID FASTMELT,2024-04-04,,Paid,IN-OCL-031005-2,,10,1.5,15.0,walk-in,Richard Addo Owusu
20100,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-04,,Paid,IN-OCL-031012-0,Pack,1,5.0,5.0,walk-in,Richard Addo Owusu
20088,Non-medical,EKUROBEWU,2024-04-04,,Paid,IN-OCL-031021-2,Tube,1,11.0,11.0,walk-in,Stella Anane
20101,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-04,,Paid,IN-OCL-031011-7,Pack,1,5.0,5.0,walk-in,Richard Addo Owusu
20089,Non-medical,E-PANOL PARACETAMOL 120MG/5ML 100ML,2024-04-04,,Paid,IN-OCL-031020-1,Bottle,1,15.0,15.0,walk-in,Stella Anane
20090,Non-medical,EASYCARE FABRIC PLASTERS SACHET,2024-04-04,,Paid,IN-OCL-031019-2,Piece,1,2.0,2.0,walk-in,Stella Anane
20092,Non-medical,DREZ OINTMENT 10GM,2024-04-04,,Paid,IN-OCL-031019-2,Tube,1,29.0,29.0,walk-in,Stella Anane
20093,Non-medical,LOFNAC GEL 30GM,2024-04-04,,Paid,IN-OCL-031018-9,Tube,1,15.0,15.0,walk-in,Stella Anane
20091,Medical,GAUZE BANDAGE 7.5CM X 5YDS,2024-04-04,,Paid,IN-OCL-031019-2,Roll,1,2.0,2.0,walk-in,Stella Anane
20094,Medical,BLOOD PRESSURE TEST,2024-04-04,,Paid,IN-OCL-031017-9,gram,1,2.0,2.0,walk-in,Stella Anane
20095,Non-medical,DICLO-DENK TABS 100MG,2024-04-04,,Paid,IN-OCL-031016-2,Box,10,4.5,45.0,walk-in,Stella Anane
20096,Non-medical,DIAGELLATES ELIXIR 250 ML,2024-04-04,,Paid,IN-OCL-031015-2,ml,1,44.0,44.0,walk-in,Richard Addo Owusu
20097,Non-medical,GALVUS MET 50/500MG,2024-04-04,,Paid,IN-OCL-031014-5,Strip,10,10.0,100.0,walk-in,Richard Addo Owusu
20098,Non-medical,NO.10 LIVERSALT ERN,2024-04-04,,Paid,IN-OCL-031013-8,sachet,1,2.0,2.0,walk-in,Richard Addo Owusu
20099,Non-medical,NO.10 LIVERSALT ERN,2024-04-04,,Paid,IN-OCL-031012-0,sachet,1,2.0,2.0,walk-in,Richard Addo Owusu
20011,Non-medical,HISTAZINE TAB  10MG,2024-04-05,,Paid,IN-OCL-031078-0,gram,3,2.0,6.0,walk-in,Stella Anane
20006,Non-medical,TETRACYCLINE CAPSULES 250mg LETAP,2024-04-05,,Paid,IN-OCL-031082-3,Capsule,2,4.0,8.0,walk-in,Stella Anane
20007,Non-medical,EFPAC TABLETS,2024-04-05,,Paid,IN-OCL-031081-9,Strip,1,3.0,3.0,walk-in,Stella Anane
20008,Non-medical,ZULU-100 TABS,2024-04-05,,Paid,IN-OCL-031080-5,Tablets,1,9.0,9.0,walk-in,Stella Anane
20009,Non-medical,LOFNAC-100 SUPP,2024-04-05,,Paid,IN-OCL-031079-2,Suppossitory,2,2.0,4.0,walk-in,Stella Anane
20005,Non-medical,PENICILIN V 125MG,2024-04-05,,Paid,IN-OCL-031082-3,,2,3.0,6.0,walk-in,Stella Anane
20012,Non-medical,VITAFOL MULTIVITAMIN CAP 30'S,2024-04-05,,Paid,IN-OCL-031077-8,Pack,1,33.0,33.0,walk-in,Stella Anane
20018,Non-medical,MAGACID TABS,2024-04-05,,Paid,IN-OCL-031073-1,,1,3.0,3.0,walk-in,Stella Anane
20014,Non-medical,DR.  MEYERS COLDAFLU PLUS TABS 4'S,2024-04-05,,Paid,IN-OCL-031076-0,Tablet,1,2.0,2.0,walk-in,Stella Anane
20015,Non-medical,HYDROGEN PEROXIDE LOCAL,2024-04-05,,Paid,IN-OCL-031075-7,ml,1,8.0,8.0,walk-in,Stella Anane
20016,Non-medical,DR.  MEYERS COLDAFLU PLUS TABS 4'S,2024-04-05,,Paid,IN-OCL-031074-7,Tablet,2,2.0,4.0,walk-in,Stella Anane
20017,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-04-05,,Paid,IN-OCL-031073-1,Tablet,1,7.0,7.0,walk-in,Stella Anane
20019,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-05,,Paid,IN-OCL-031072-3,Pack,2,5.0,10.0,walk-in,Stella Anane
20004,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-05,,Paid,IN-OCL-031083-7,Pack,1,5.0,5.0,walk-in,Stella Anane
20013,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-04-05,,Paid,IN-OCL-031077-8,Pack,1,5.0,5.0,walk-in,Stella Anane
20003,Non-medical,DUREX FEELS CONDOMS 3'S,2024-04-05,,Paid,IN-OCL-031084-5,Piece,2,19.0,38.0,walk-in,Stella Anane
19989,Non-medical,LOZATY THROAT LOZENGES 24's,2024-04-05,,Paid,IN-OCL-031094-1,Tablet,12,2.0,24.0,walk-in,Stella Anane
20001,Non-medical,HISTAZINE TAB  10MG,2024-04-05,,Paid,IN-OCL-031085-0,gram,1,2.0,2.0,walk-in,Stella Anane
20020,Non-medical,LYDIA POSTPILL,2024-04-05,,Paid,IN-OCL-031071-8,Pack,1,15.0,15.0,walk-in,Stella Anane
19987,Non-medical,GANA BALM,2024-04-05,,Paid,IN-OCL-031094-1,Tube,2,9.0,18.0,walk-in,Stella Anane
19988,Non-medical,WELLVITE VIT C+ZINC,2024-04-05,,Paid,IN-OCL-031094-1,pc,1,40.0,40.0,walk-in,Stella Anane
19990,Non-medical,TINATETT MALAKARE,2024-04-05,,Paid,IN-OCL-031094-1,Bottle,1,29.0,29.0,walk-in,Stella Anane
19991,Non-medical,DYMOL 50 TABS,2024-04-05,,Paid,IN-OCL-031094-1,Tablet,1,13.0,13.0,walk-in,Stella Anane
19992,Non-medical,ORS PHYTO-RIKER,2024-04-05,,Paid,IN-OCL-031093-1,gram,2,2.0,4.0,walk-in,Stella Anane
20002,Non-medical,NAKLOFEN DUO 75MG CAP 20'S,2024-04-05,,Paid,IN-OCL-031085-0,Tablet,10,5.0,50.0,walk-in,Stella Anane
19993,Non-medical,MARTINS LIVER SALT LEMON,2024-04-05,,Paid,IN-OCL-031092-9,sachet,2,2.0,4.0,walk-in,Stella Anane
19995,Medical,XCEL MINT CHEWING GUM,2024-04-05,,Paid,IN-OCL-031090-1,Single,2,0.5,1.0,walk-in,Stella Anane
19996,Non-medical,VOLTFAST POWDER 50MG,2024-04-05,,Paid,IN-OCL-031089-1,sachet,3,6.0,18.0,walk-in,Stella Anane
19997,Non-medical,YAZZ SANITARY PAD,2024-04-05,,Paid,IN-OCL-031088-1,Pack,1,19.0,19.0,walk-in,Stella Anane
19998,Non-medical,VERMOX ORAL TABLET 500MG,2024-04-05,,Paid,IN-OCL-031087-3,,1,24.0,24.0,walk-in,Stella Anane
19999,Non-medical,DRAGON TABS,2024-04-05,,Paid,IN-OCL-031086-2,Tablets,2,9.0,18.0,walk-in,Stella Anane
20000,Non-medical,DALACIN C 300MG,2024-04-05,,Paid,IN-OCL-031085-0,Strip,15,9.0,135.0,walk-in,Stella Anane
19994,Medical,AWAKE WATER 500ML,2024-04-05,,Paid,IN-OCL-031091-4,ml,1,2.0,2.0,walk-in,Stella Anane
20021,Non-medical,BORIC ACID SPIRIT EAR DROP KOSA,2024-04-05,,Paid,IN-OCL-031070-4,Vial,1,9.0,9.0,walk-in,Stella Anane
20010,Non-medical,SYRINGE,2024-04-05,,Paid,IN-OCL-031078-0,Syringes,2,1.0,2.0,walk-in,Stella Anane
20023,Non-medical,MYCOSTAT CAPS,2024-04-05,,Paid,IN-OCL-031068-0,,1,12.0,12.0,walk-in,Stella Anane
20042,Medical,BEL-AQUA WATER M/S,2024-04-05,,Paid,IN-OCL-031052-3,ml,1,3.0,3.0,walk-in,Richard Addo Owusu
20043,Medical,BEL-AQUA WATER M/S,2024-04-05,,Paid,IN-OCL-031052-0,ml,1,3.0,3.0,walk-in,Richard Addo Owusu
20044,Non-medical,Gebedol,2024-04-05,,Paid,IN-OCL-031051-4,Pack,1,5.0,5.0,walk-in,Richard Addo Owusu
20045,Non-medical,TETRACYCLINE CAPSULES 250mg LETAP,2024-04-05,,Paid,IN-OCL-031051-4,Capsule,2,4.0,8.0,walk-in,Richard Addo Owusu
20046,Non-medical,PENICILIN V 125MG,2024-04-05,,Paid,IN-OCL-031050-5,,1,3.0,3.0,walk-in,Richard Addo Owusu
20047,Non-medical,SYRINGE,2024-04-05,,Paid,IN-OCL-031050-5,Syringes,1,1.0,1.0,walk-in,Richard Addo Owusu
20041,Non-medical,TADOL TRAMADOL 100MG CAPS 30'S,2024-04-05,,Paid,IN-OCL-031053-6,Tablet,10,9.0,90.0,walk-in,Richard Addo Owusu
20048,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-04-05,,Paid,IN-OCL-031049-2,,1,2.0,2.0,walk-in,Richard Addo Owusu
20051,Medical,BLOOD PRESSURE TEST,2024-04-05,,Paid,IN-OCL-031047-5,gram,1,2.0,2.0,walk-in,Richard Addo Owusu
20052,Non-medical,Coldrilif capsules,2024-04-05,,Paid,IN-OCL-031046-7,Pack,1,8.0,8.0,walk-in,Richard Addo Owusu
20053,Non-medical,LYDIA POSTPILL,2024-04-05,,Paid,IN-OCL-031045-5,Pack,1,15.0,15.0,walk-in,Richard Addo Owusu
