,PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,UNIT,QUANTITY LEFT,BASE PRICE LIST
1016,aspirin blister,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NHH000987Y,2023-10-31,Tab,0,8.0
1017,menthox cough syrup children's 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BGH9990IY,2024-10-31,Bottle,0,7.0
1018,luex children's dry cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHYTDRZ000987,2027-10-31,ml,2,40.5
1019,stopkof child formula,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JH00098IY,2026-10-31,Bottle,11,22.0
1020,azithromycin  susp 200mg (azitex),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BHHH0098UYT,2023-10-31,gram,0,42.0
1021,abidec drops-uk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DF0009IUY,2027-10-31,ml,2,163.0
1022,feroglobin plus syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GBH0009876T,2026-10-31,ml,5,196.0
1023,glucosamine & chondroitin tab 30's v/pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JUUTDRZ000987,2022-08-31,Pack,0,24.0
1024,novamol 250 supp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SNVYM00987,2023-10-31,gram,0,2.0
1025,novamol 125 supp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NH000987Y,2023-09-29,gram,0,1.5
1026,b complex tablet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FBGH00098IYS,2023-09-30,Tablet,0,0.4
1027,hayzine syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GT00098I,2023-09-30,ml,0,6.0
1028,mdp-250 methyldopa tabs 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BHOOO09I,2024-09-30,Strip,0,0.8
1029,adalat 30mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ADLDRZ000987,2022-06-30,sachet,0,1.3
1030,furosemide 40mg (ernest chemist),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VG0009OUT,2027-01-31,mg,0,14.4
1031,lisinopril 10mg tab 98's nespril,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BG000PO,2024-09-30,Tablet,0,0.8
1032,lipitor atorvastatin 10mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LPDRZ000987,2025-01-31,Tablet,0,10.8
1033,amoxycillin 125mg/5ml susp 100ml teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,am000098ui,2023-09-30,Bottle,0,2.0
1034,k y jelly 82g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGJH990OP,2023-09-30,gram,0,56.0
1035,omega 3 fish oil,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OMGDRZ000987,2023-09-30,Pack,0,8.0
1036,vitamin c+zinc effervescent (bedita),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VPJHHHG7680LKO,2023-09-16,Tablet,0,48.0
1037,azilex azithromycin 200mg/5ml 15ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MNHAZ009O,2026-04-30,Bottle,0,53.0
1038,vitamina c + zinco (powder),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NGJ0000PO,2023-09-30,Powder,0,2.0
1039,travomine 25,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TRAV0098IU,2023-09-12,vial,0,6.0
1040,syringe,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XXDRZ000987,2027-09-30,Syringes,20,1.0
1041,listeriine cool mint m/w 250ml ,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DFG000988I,2023-09-07,Bottle,0,24.0
1042,azis-500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AX0009OIU,2023-09-06,Box,0,15.0
1043,prostacure 30 c aps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MDRZ000987,2023-08-28,Capsules,0,138.0
1044,prostacare caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MKHDRZ000987,2023-08-28,Capsules,0,46.0
1045,optilube jelly sachet 2.7g singles,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRZ000987,2024-08-28,sachet,0,0.2
1046,frusemide  tab 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FR0098IU,2023-08-28,Tablet,0,0.2
1047,zestril 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZST00987,2025-08-31,Tab,0,10.8
1048,moods condoms 3's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MOODRZ000987,2023-08-31,pc,0,6.0
1049,medglobin syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BG0009OI,2022-08-28,ml,0,32.0
1050,prostacure x caps 42s jar,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BY009OIU,2023-08-22,Tln,0,43.0
1051,prostacure 42 caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PMHGSM00987,2022-11-30,Capsules,0,43.0
1052,benylin children chesty cough 6yrs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BNHDRZ000987,2025-08-31,Bottle,0,106.2
1053,bonjela ( adult),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BADRZ000987,2026-08-31,Tube,2,159.0
1054,bonjela  junior gel 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BYDRZ000987,2027-08-31,Vial,2,142.0
1055,ciprofloxacin cipro -denk 500mg tabs 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CPOOIUR5,2025-08-31,Tablet,1,93.6
1056,alka-seltzer tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KOIPPPO09,2025-08-31,Tablets,0,14.0
1057,advil 200mg 24's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ADVDRZ000987,2024-08-31,Milligram,0,130.0
1058,flucona fluconazole denk 150mg cap 1's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FLYDRZ000987,2027-01-31,Tablet,1,57.0
1059,lexsporin antibiotic powder 20g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LXDRZ000987,2027-10-31,Piece,3,61.2
1060,bragg apple cider vinegar 473ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CAVDRZ000987,2025-08-22,Bottle,2,168.0
1061,procomil tablet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PRC00036524,2027-01-31,pc,40,3.6
1062,mucolex junior,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MUVDRZ000987,2025-02-28,ml,0,42.0
1063,prostacure tea ,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,POUY0098,2022-08-22,sachet,0,30.0
1064,linctus junior 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LNF9908U,2025-08-31,Bottle,0,15.4
1065,chinese brush,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CVB00098U,2023-08-22,pc,0,38.0
1066,clarityne loratadine syrup 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CV00097,2025-01-18,Bottle,0,111.0
1067,tagera forte secnidazole 2g 2's tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TGRDRZ000987,2027-08-31,Pack,20,18.0
1068,benylin dry & night tabs 24hr cold/flu relief pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BNF009IU,2023-08-22,Box,0,66.0
1069,sinutab 15's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SDNDRZ000987,2023-08-22,Box,0,63.0
1070,umefluc 150mg 1's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UMG999087,2024-08-22,pc,0,25.0
1071,acyclovir denk 5% cream 7 g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ACYDRZ000987,2026-10-22,Tube,2,50.0
1072,seven seas caps 60's ,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSA009IO,2023-08-15,Capsules,0,70.0
1073,ascoryl syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SM00987032,2026-08-31,ml,0,15.0
1074,baby aspanol 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,bhng0098h,2022-11-30,ml,0,7.0
1075,procold tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,gbf00097,2026-07-31,Strip,4,12.0
1076,vitamin c tablet 100mg(chewette-c),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CHWDRZ000987,2024-07-25,gram,0,4.0
1077,insulin syringe,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BPDRZ000987,2023-07-20,Piece,46,55.0
1078,soluble insulin,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,INDRZ000987,2023-07-20,ml,0,55.0
1079,diazepam tabs 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DVXOO0987,2024-07-20,Strip,0,2.0
1080,blood pressure monitor and xtr large,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BPMSM00987,2023-07-20,Box,0,480.0
1081,blood pressure monitor and medium plus,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BPMDRZ000987,2025-03-31,Box,0,550.0
1082,procold syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PRCOOO98,2022-07-19,Bottle,0,28.0
1083,refresh tears 15ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Rf987f,2023-07-19,Container,0,168.0
1084,mycovin griseofulvin 125mg tab 500's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MCV0009IY,2024-06-29,Tablet,0,6.0
1085,baby cough linctus 125ml (ecl),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBCDRZ000987,2025-06-30,Bottle,0,8.0
1086,bell's children's cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BDKS0098,2023-06-29,ml,0,17.0
1087,dymol 50 tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DYL0098UY,2025-09-30,Tablet,0,13.0
1088,blood pressure monitor and medium,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BPMDRZ000987,2024-06-28,Box,0,300.0
1089,blood pressure monitor and large,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BPMDRZ000987,2024-06-28,Box,0,410.0
1090,one touch select,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ONEDRZ000987,2024-06-28,pc,0,164.0
1091,one touch select plus glucometer,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ONTOU998,2026-01-31,Box,0,430.0
1092,maxeem caps azithromycin 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MAXZ009987,2026-04-28,pc,1,40.0
1093,optilube tube 42g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPGL000987,2023-06-21,Tube,0,18.0
1094,optilube active lidocaine 11ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPDRZ000987,2023-06-30,Tube,0,25.0
1095,clopidogrel 75mg tab 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CLP00098UYT,2025-06-30,pc,0,48.0
1096,patanol 0.1 eye drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GV000987UYT,2023-06-16,pc,0,40.0
1097,aldomet tabs 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HG00987YT,2023-06-16,Tablet,0,1.8
1098,zinnat 125mg / 100ml susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NH09DRZ000987,2023-06-16,ml,0,299.0
1099,zymax susp. 200mg/5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BH00087,2027-06-30,Bottle,2,27.7
1100,lariam 250mg tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,;R000988YT,2023-06-14,Tablet,0,43.0
1101,clindamycin cap b.p. 300mg ,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CLNO3EEW,2024-06-30,Strip,0,3.0
1102,nifecard xl tabs 60mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NFDRZ000987,2024-09-30,Strip,0,92.0
1103,strepsils orange with vitamin c lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,STROO099,2025-06-30,Pack,0,5.0
1104,cold naso drop 0.5%,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CGBO000987T,2023-06-05,Box,0,6.0
1105,lenor contraceptive singles,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LNO00987,2023-06-05,Box,0,12.0
1106,wellkid multi-vitamin chewable,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RTF00987U,2023-06-05,Box,0,105.0
1107,ciprofloxacin 200ml iv,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CIP00098YU,2024-06-30,ml,0,7.0
1108,exforge 5mg/160mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,dfg00988op,2027-06-04,pc,1,205.0
1109,metronidazole 200mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,vhnj009878i,2023-06-04,Tab,0,2.0
1110,s/s c.l.o caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSZ00987YTD,2024-06-04,ml,0,70.0
1111,ascovite cee syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ASC009987YTR,2027-06-30,ml,2,16.5
1112,wl herbal capsule,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DCWRL00098U,2023-06-04,Box,0,20.0
1113,hydrocortisone cream 30g lavina,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GHBFHT000987Y,2023-06-04,Tube,0,22.0
1114,histergan cream 25g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SBHY000987Y,2023-06-30,gram,0,45.0
1115,benylin wet cough menthol syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CBHG0009876Y,2023-06-04,ml,0,55.0
1116,pevisone cream 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CHBPIYB9909Y,2023-06-04,Box,0,50.0
1117,daktarin miconazole 2% powder 20g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DHTRP00987Y,2024-06-30,Pack,0,60.0
1118,oilatum junior cream,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,scaon09993n,2023-06-04,gram,0,65.0
1119,lisinopril (bristol)10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,coiur809876,2024-05-31,gram,0,30.0
1120,cefixime tablet (enafix) 200mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,bhv0009io,2023-06-30,gram,0,20.0
1121,ibuprofen 200mg tabs 16',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,INBF00036524,2027-05-31,pc,11,14.0
1122,nexium 40mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NEX000987Y,2027-02-28,sachet,0,25.4
1123,prednisolone tablet 5mg (ernest chem),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PRD009I,2026-10-31,gram,74,2.3
1124,nesmoset medicated soap,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NMS00097Y,2023-05-31,gram,0,10.0
1125,lavinac diclo gel 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LVNDRZ000987,2022-05-31,gram,0,25.0
1126,atorvastatin 10mg tabs 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATV000987U,2025-07-31,Tablet,0,8.0
1127,enafen ibuprofen 400mg tab 500's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ENF009U,2023-05-25,Tablet,0,2.0
1128,nestrim suspension 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BSRN0098Y,2025-08-31,ml,0,12.6
1129,trexamol tabs 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TREZX0009IY,2023-05-25,ml,0,40.0
1130,extraflex glucosamine+chondroitin caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZEX0098UY,2023-05-25,pc,0,56.0
1131,k y lubricating jelly 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KY0009OL,2023-12-31,Tube,0,45.0
1132,dulcolax tab 5mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DCL0098UY,2025-05-31,Tablet,0,3.0
1133,lerzin syrup 30ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LZV----098,2023-05-22,Bottle,0,8.0
1134,plaster roll 4',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CGT00098Y,2025-05-31,sachet,0,31.5
1135,plaster roll 3',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CGT00098Y,2026-05-31,Box,3,28.0
1136,plaster roll 1',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CT00009HYT,2027-05-31,Box,4,11.0
1137,lemsip max cold /flu,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RT000009Y,2024-12-01,Strip,0,11.0
1138,apc tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,APC00098Y,2027-05-31,Tablets,49,2.0
1139,anusol ointment,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AN00098YT,2023-07-22,Tube,0,48.0
1140,faytex panty liner,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FT009HYT,2023-05-22,sachet,0,12.0
1141,faytex regular sanitary pads,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FT00098I,2027-05-31,sachet,0,20.0
1142,cotton wool 50mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CT20370,2026-05-31,Piece,4,12.5
1143,flucor night innovative liquid gel (hovid),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BK04008,2025-09-30,ml,0,54.0
1144,flucor day gels,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CA10004-6,2025-08-31,Capsules,0,49.0
1145,zentel albendazole 100mg/5ml susp 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZNT009IUY,2025-05-31,Bottle,0,34.0
1146,ladycare solution,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LCD0098Y,2023-05-22,ml,0,45.0
1147,tylenol rapid release gel 24's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TYL000O876,2023-05-26,Tube,0,54.0
1148,crepe bandage 3'',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CBG00098U,2026-05-31,pc,3,10.0
1149,crepe bandage 8'',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CBG908IU,2024-05-18,pc,0,18.0
1150,6'' crepe bandage,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CBG0098U,2026-05-31,Piece,2,14.0
1151,minadex multivitamin liquid 300ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,mnd0098iy,2023-05-31,Bottle,0,44.0
1152,crestor tab 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,crz0098o,2023-08-31,Strip,0,1.0
1153,amoksiklav tab 625mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,amk009uyt,2026-12-31,gram,3,88.0
1154,metrolex f,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTF0098U,2027-04-30,gram,6,32.0
1155,dalacin c 300mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DLC00987T,2026-11-30,Strip,16,10.5
1156,chewett vit c efferv,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VC00OOOY,2022-03-31,Tube,0,30.0
1157,immodium caps 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KMM09887Y,2024-01-31,Milligram,0,60.0
1158,kidivite multivitamin tonic (ernest chemist) 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KDV00987,2027-08-31,ml,6,30.5
1159,kidicare multivitamin syr 200ml ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KIDIVOOOU,2024-01-03,Bottle,0,23.0
1160,perfectil original tab 30's vitabiotic,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PFT0098Y,2025-07-31,Tablet,0,166.8
1161,wellman original  30 tablets,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WMO0098Y,2027-04-30,,1,212.0
1162,wellwoman original caps 30' (d/o),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WWO009U,2026-12-31,Pack,2,223.0
1163,living bitters mix,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LVG0098P,2025-05-31,ml,0,45.0
1164,alafia bitters,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ALF0098U,2023-05-31,ml,0,12.0
1165,agbeve tonic,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AGBV000987,2025-05-31,ml,0,38.0
1166,agbeve fever,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AGV00098U,2023-05-15,ml,0,15.0
1167,adom koo mixture 330ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ADK000987Y,2026-12-25,ml,0,16.3
1168,kingdom ginseng power capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KNG0098O,2023-05-15,gram,0,27.0
1169,masada mixture 350ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MASD00987,2023-05-31,ml,0,12.0
1170,living bitters caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LVB000987,2026-05-31,gram,0,53.0
1171,tinatett venecare 750ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TNT0098G,2027-05-31,ml,4,51.0
1172,normal saline 0.9% 500ml steriflow,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NS00987Y,2023-05-31,Bottle,0,10.0
1173,normal saline,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NVC0098,2027-04-30,Bottle,3,12.6
1174,lav-cv amoxiclav susp 228.5mg/5ml/70ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LVC00098I,2023-05-31,Pack,0,15.0
1175,metro-z tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MT0098Y,2023-05-31,ml,0,14.0
1176,fluconazole capsule (milpharm) 150mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FLC0098Y,2023-05-31,gram,0,25.0
1177,aqueous cream bp 500g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AQ90887Y,2023-05-31,pc,0,19.0
1178,corvite vitc eff 1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CRVIT99087Y,2024-05-31,pc,0,30.0
1179,nester mouth wash,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NR00987,2023-05-31,pc,0,17.0
1180,calpol infant susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRIIZ000987,2026-02-28,Bottle,0,118.8
1181,vitabiotics wellbaby 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRZ000987,2025-05-31,ml,0,195.0
1182,nodium capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NR0098,2025-05-14,Capsule,1,3.6
1183,immunace original tabs 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IMM00098Y,2024-05-31,pc,0,240.0
1184,wellwoman tab 50+ (uk),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WEF2003PA,2026-08-31,,2,185.0
1185,durol tonic 300ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DR00987,2025-05-31,ml,0,36.0
1186,diclonova supp 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DCNL00987,2023-05-10,Suppository,0,3.0
1187,diclowal supp 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DCLO00987,2023-05-10,Suppository,0,3.0
1188,lisinova 20mg pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LSN00987,2023-05-10,pc,0,12.0
1189,lisinova 5mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LSN00976,2023-05-31,Tablet,0,7.0
1190,kidics syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KDC00987,2023-05-31,ml,0,15.0
1191,novamether forte tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NVOO0987,2023-05-10,pc,0,10.0
1192,deeep heat rub 100g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DKH000987,2023-05-31,Tube,2,38.0
1193,export deep heat  spray 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DKHT0098,2026-02-28,Bottle,0,155.0
1194,deep heat  rub 35g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DKH00098,2025-06-30,Container,0,50.0
1195,deep freeze gel 35g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DHY0098,2026-05-31,gram,0,89.0
1196,danegan,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DNG0098G,2022-10-31,Bottle,0,3.0
1197,naklofen duo 75mg cap 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NK00987,2026-03-31,Tablet,2,4.8
1198,tres orix forte syr 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,trew000997,2026-07-31,ml,4,36.5
1199,tres orix forte syr 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TR-009897,2027-09-30,ml,4,64.0
1200,ponstan caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PN000987R,2025-04-30,Tab,45,2.7
1201,durol adult 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DR00098,2023-05-31,,9,10.0
1202,zinnat cefuroxime 250mg tab 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZN00987,2025-08-31,Tablet,2,162.0
1203,lynux ointment,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LNY00987,2025-10-31,Tube,0,54.0
1204,wellman caps 30' (uk),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,WM0009KH,2023-05-31,Pack,0,106.0
1205,para-denk supp. 125mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,pars000987,2026-05-31,pc,0,6.0
1206,amlodipine besilate 10mg tabs 28',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AML00098T,2023-11-30,,0,25.0
1207,fluxacin flucloxacilin 125mg/5ml susp 100ml ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FL9985RE,2025-05-31,Bottle,0,19.8
1208,cetirizine syrup (cetrizan),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0309W,2026-05-31,ml,1,19.8
1209,neclobet-3 cream 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NCBL0098,2023-10-08,gram,0,8.0
1210,clodifen supp 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CLB000987D,2023-05-26,pc,0,3.0
1211,methylated spirit 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTS98777U,2025-05-31,ml,0,15.3
1212,cetrizan tab 10mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CTR00987,2025-11-30,Tablet,0,14.0
1213,flotac 75mg caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FL00009876,2027-05-31,Strip,40,10.0
1214,furosemide iv 20mg/2ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FR0097,2027-04-30,gram,0,6.0
1215,prowoman caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PRW00987,2023-04-25,gram,0,60.0
1216,milk of magnesia philips 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MG0997GT,2025-04-30,ml,0,56.0
1217,luex flurest cold and flu tablets,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,fl0009897rd,2026-11-30,,2,48.5
